id,cd_estabelecimento_saude,nome_estabelecimento_saude,cnes,numero_uge_cnpj,desc_uge_cnpj,ambito,codigoibge,municipio,rras,regiao_de_saude,codigo_drs,desc_drs,tipo_gerenciamento,tipo_estabelecimento,fluxo_clientela,porte,empenhado,liquidado,pago,internacoes,dias_permanencia,media_permanencia,obitos,taxa_mortalidade,diarias_uti,producao_ambulatorial_antedimentos_consultas_exames,procedimentos_ambulatoriais_grupo_acoes_promocao_prevencao_saud,procedimentos_ambulatoriais_finalidade_diagnostica,procedimentos_clinicos_ambulatoriais_consultas_atendimentos_tra,procedimentos_cirurgicos_ambulatoriais,procedimentos_ambulatoriais_grupo_transplante_orgaos_tecidos_ce,procedimentos_ambulatoriais_grupo_medicamentos,procedimentos_ambulatoriais_grupo_orteses_proteses_materiais_es,outros_procedimentos_ambulatoriais,leitos_cirurgicos,leitos_clinicos,leitos_complementares,leitos_obstetricos,leitos_pediatricos,leitos_outras_especialidades,hospital_dia,tomografo_computadorizado,ressonancia_magnetica,ultrassom_droppler_colorido,ultrassom_ecografo,ultrassom_convencional,raio_x_hemodinamica,medicos_cpf_unico,medicos,latitude,longitude,periodo_referencia_inicio,periodo_referencia_fim,periodo_referencia_texto,nome_fantasia,municipio_ibge
"1,247.00",2027356,HOSPITAL MUNICIPAL UNIVERSITARIO,"2,027,356.00",,,Municipal,"3,548,708.00",SÃO BERNARDO DO CAMPO,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"7,678.00","31,845.00",4.10,42.00,0.55,"6,381.00","230,404.00","5,107.00","116,572.00","108,656.00",69.00,0.00,0.00,0.00,0.00,9.00,3.00,59.00,54.00,11.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,0.00,,536.00,"-23,71735","-46,57595",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL UNIVERSITARIO,São Bernardo do Campo
"1,248.00",5586348,HOSPITAL UNIVERST DA UFSCAR PROF DR HORACIO C PANEPUCCI,"5,586,348.00",,,Municipal,"3,548,906.00",SÃO CARLOS,RRAS13,CORAÇÃO DO DRS III,,DRS 3 - ARARAQUARA,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,"2,053.00","12,481.00",6.10,246.00,11.98,"1,869.00","95,997.00",0.00,"71,074.00","24,816.00",107.00,0.00,0.00,0.00,0.00,6.00,24.00,12.00,0.00,12.00,0.00,0.00,1.00,0.00,2.00,3.00,0.00,0.00,,144.00,"-21,99482","-47,88811",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL UNIVERST DA UFSCAR PROF DR HORACIO C PANEPUCCI,São Carlos
"1,249.00",2080583,HOSP MUN TIDE SETUBAL,"2,080,583.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"5,965.00","44,543.00",7.50,897.00,15.04,"17,737.00","272,760.00",0.00,"93,630.00","177,418.00","1,712.00",0.00,0.00,0.00,0.00,24.00,53.00,158.00,34.00,30.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,,220.00,"-23,49726","-46,43992",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN TIDE SETUBAL,São Paulo
"1,250.00",2071371,HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO,"2,071,371.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Médio,"71,978,642.55","71,978,642.55","65,242,734.09","3,908.00","20,214.00",5.20,21.00,0.54,"3,773.00","333,305.00",364.00,"196,382.00","101,762.00",50.00,0.00,0.00,"34,747.00",0.00,11.00,37.00,20.00,0.00,38.00,0.00,16.00,1.00,0.00,1.00,1.00,0.00,0.00,,209.00,"-23,59336","-46,71105",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO,São Paulo
"1,251.00",2078031,HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO,"2,078,031.00",,,Estadual,"3,543,402.00",RIBEIRÃO PRETO,RRAS13,AQUÍFERO GUARANI,,DRS 13 - RIBEIRÃO PRETO,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda referenciada,Grande,"30,999,869.96","30,999,869.96","27,916,169.63",315.00,"29,869.00",94.80,4.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273.00,0.00,,,,,,,,17.00,"-21,20616","-47,829",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO,Ribeirão Preto
"1,252.00",2083272,HOSPITAL MUNICIPAL DE BERTIOGA,"2,083,272.00",,,Municipal,"3,506,359.00",BERTIOGA,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,"3,416.00","13,348.00",3.90,188.00,5.50,0.00,"1,385,609.00","45,347.00","601,627.00","737,043.00","1,592.00",0.00,0.00,0.00,0.00,8.00,16.00,32.00,14.00,10.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,,94.00,"-23,84285","-46,13873",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE BERTIOGA,Bertioga
"1,253.00",6628842,PAM POSTO DE ATENDIMENTO MEDICO BARRETO COVID 19,"6,628,842.00",,,Municipal,"3,503,901.00",ARUJÁ,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,105.00,757.00,7.20,34.00,32.38,747.00,"687,224.00",0.00,"73,763.00","613,116.00",345.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,24.00,"-23,3854978352401","-46,3320365846266",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,PAM POSTO DE ATENDIMENTO MEDICO BARRETO COVID 19,Arujá
"1,254.00",6164366,HOSPITAL ESTADUAL AMERICO BRASILIENSE,"6,164,366.00",,,Estadual,"3,501,707.00",AMÉRICO BRASILIENSE,RRAS13,CENTRAL DO DRS III,,DRS 3 - ARARAQUARA,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"73,075,200.00","73,075,200.00","73,075,200.00","2,760.00","15,826.00",5.70,194.00,7.03,"4,130.00","249,950.00",0.00,"179,108.00","69,246.00","1,596.00",0.00,0.00,0.00,0.00,22.00,32.00,20.00,0.00,0.00,0.00,28.00,1.00,0.00,0.00,2.00,3.00,0.00,,167.00,"-21,74236","-48,12054",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL AMERICO BRASILIENSE,Américo Brasiliense
"1,255.00",5887623,HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS EDUARDO MARTINELLI,"5,887,623.00",,,Estadual,"3,543,402.00",RIBEIRÃO PRETO,RRAS13,AQUÍFERO GUARANI,,DRS 13 - RIBEIRÃO PRETO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,"35,730,400.00","35,730,400.00","35,730,400.00","4,513.00","10,543.00",2.30,271.00,6.00,0.00,"113,335.00",86.00,"48,484.00","60,639.00","4,126.00",0.00,0.00,0.00,0.00,6.00,35.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,,94.00,"-21,21159","-47,82672",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS EDUARDO MARTINELLI,Ribeirão Preto
"1,256.00",2082829,HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO,"2,082,829.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"11,377.00","81,245.00",7.10,674.00,5.92,"6,724.00","440,857.00","1,401.00","275,152.00","158,266.00","6,038.00",0.00,0.00,0.00,0.00,79.00,82.00,82.00,40.00,31.00,18.00,0.00,2.00,1.00,3.00,2.00,0.00,0.00,,302.00,"-23,50049","-46,47251",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO,São Paulo
"1,257.00",2075717,HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI,"2,075,717.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"4,400.00","16,118.00",3.70,55.00,1.25,"2,149.00","143,899.00",3.00,"93,398.00","50,498.00",0.00,0.00,0.00,0.00,0.00,11.00,28.00,29.00,31.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,,162.00,"-23,57882","-46,76407",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI,São Paulo
"1,258.00",2081970,HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA,"2,081,970.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"10,883.00","67,677.00",6.20,"1,046.00",9.61,"9,969.00","218,158.00",129.00,"127,337.00","85,919.00","4,773.00",0.00,0.00,0.00,0.00,69.00,49.00,76.00,0.00,21.00,18.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,,97.00,"-23,65363","-46,64504",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA,São Paulo
"1,259.00",2078325,HOSP MUN INFANTIL MENINO JESUS,"2,078,325.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Médio,,,,"5,106.00","14,929.00",2.90,15.00,0.29,"3,092.00","523,182.00",0.00,"371,335.00","151,649.00",198.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,72.00,0.00,11.00,1.00,0.00,3.00,2.00,1.00,0.00,,423.00,"-23,56049","-46,64691",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN INFANTIL MENINO JESUS,São Paulo
"1,260.00",255874,HOSPITAL DE CAMPANHA COVID 19 GUARATINGUETA,"255,874.00",,,Municipal,"3,518,404.00",GUARATINGUETÁ,RRAS17,CIRCUITO DA FÉ - VALE HISTÓRICO,,DRS 17 - TAUBATE,,HOSPITAL GERAL,,Pequeno,,,,656.00,"1,985.00",3.00,,,0.00,"50,142.00","2,343.00",136.00,"47,663.00",0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,,35.00,"-22,8212226","-45,1912417",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 GUARATINGUETA,Guaratinguetá
"1,261.00",127604,HOSPITAL DE RETAGUARDA DO JARDIM PAULISTA,"127,604.00",,,Municipal,"3,505,708.00",BARUERI,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,"1,056.00","10,742.00",10.20,49.00,4.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,29.00,"-23,5396521","-46,8805579",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE RETAGUARDA DO JARDIM PAULISTA,Barueri
"1,262.00",105708,HOSPITAL DE CAMPANHA COVID 19 FRANCO DA ROCHA,"105,708.00",,,Municipal,"3,516,408.00",FRANCO DA ROCHA,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,400.00,"1,622.00",4.10,14.00,3.50,0.00,"150,798.00",14.00,"9,584.00","141,200.00",0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,31.00,"-23,3330185","-46,7251576",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 FRANCO DA ROCHA,Franco da Rocha
"1,263.00",3021378,HOSPITAL MUNICIPAL DE SAO VICENTE,"3,021,378.00",,,Municipal,"3,551,009.00",SÃO VICENTE,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"5,794.00","33,445.00",5.80,"1,011.00",17.45,"4,009.00","1,610,330.00",121.00,"1,091,515.00","505,131.00","13,563.00",0.00,0.00,0.00,0.00,17.00,62.00,19.00,0.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,,99.00,"-23,96488","-46,38734",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE SAO VICENTE,São Vicente
"1,264.00",2077078,UNIDADE MISTA E MATERNIDADE CENTRAL,"2,077,078.00",,,Municipal,"3,515,004.00",EMBU DAS ARTES,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"3,147.00","9,233.00",2.90,139.00,4.42,0.00,"1,143,480.00",29.00,"162,361.00","980,352.00",738.00,0.00,0.00,0.00,0.00,2.00,20.00,0.00,22.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,169.00,"-23,64872","-46,84748",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE MISTA E MATERNIDADE CENTRAL,Embu das Artes
"1,265.00",2079011,HOSPITAL LEITO IRMA ANETTE MARLENE FERNANDES DE MELLO,"2,079,011.00",,,Municipal,"3,515,004.00",EMBU DAS ARTES,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,486.00","7,738.00",5.20,120.00,8.08,"1,266.00","36,460.00",0.00,"26,382.00","10,078.00",0.00,0.00,0.00,0.00,0.00,1.00,10.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,,28.00,"-23,65821","-46,80496",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL LEITO IRMA ANETTE MARLENE FERNANDES DE MELLO,Embu das Artes
"1,266.00",134716,HOSPITAL DE CAMPANHA COVID 19 GUARUJA,"134,716.00",,,Municipal,"3,518,701.00",GUARUJÁ,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,,,,,,,,,,,,,,,,0.00,50.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,14.00,"-23,936926","-46,3053654",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 GUARUJA,Guarujá
"1,267.00",5420938,HOSP MUN CARMEN PRUDENTE,"5,420,938.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"17,051.00","84,742.00",5.00,"1,109.00",6.50,"12,488.00","959,051.00",0.00,"373,425.00","585,600.00",26.00,0.00,0.00,0.00,0.00,49.00,54.00,66.00,38.00,27.00,10.00,1.00,1.00,0.00,5.00,0.00,0.00,0.00,,"1,030.00","-23,59956","-46,40108",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN CARMEN PRUDENTE,São Paulo
"1,268.00",179418,HOSPITAL DE CAMPANHA COVID 19,"179,418.00",,,Municipal,"3,519,709.00",IBIÚNA,RRAS08,SOROCABA,,DRS 16 - SOROCABA,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,,,,,,,,,,,,,,,,0.00,10.00,2.00,0.00,2.00,0.00,0.00,,,,,,,,,"-23,6498751","-47,2179791",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 - Ibiúna,Ibiúna
"1,269.00",2688573,HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO,"2,688,573.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"100,484,965.30","100,484,965.30","90,678,388.23","7,365.00","53,753.00",7.30,827.00,11.23,"7,555.00","902,209.00",0.00,"503,313.00","396,214.00","2,682.00",0.00,0.00,0.00,0.00,70.00,60.00,37.00,0.00,33.00,0.00,0.00,1.00,0.00,2.00,1.00,3.00,0.00,,209.00,"-23,48105","-46,67308",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO,São Paulo
"1,270.00",2076926,HOSPITAL UNIVERSITARIO DA USP SAO PAULO,"2,076,926.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"7,715.00","41,003.00",5.30,351.00,4.55,"6,504.00","546,354.00","2,019.00","375,508.00","163,271.00","5,512.00",0.00,0.00,44.00,0.00,45.00,58.00,28.00,35.00,30.00,0.00,10.00,2.00,0.00,10.00,0.00,1.00,0.00,,232.00,"-23,56369","-46,74114",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL UNIVERSITARIO DA USP SAO PAULO,São Paulo
"1,271.00",2091585,HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO,"2,091,585.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,"127,064,802.00","127,064,802.00","127,064,802.00","10,842.00","50,079.00",4.60,682.00,6.29,"8,705.00","223,519.00",0.00,"156,677.00","66,338.00",504.00,0.00,0.00,0.00,0.00,43.00,38.00,50.00,33.00,21.00,0.00,6.00,1.00,0.00,2.00,0.00,1.00,0.00,,352.00,"-23,61018","-46,49306",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO,São Paulo
"1,272.00",5437156,HOSPITAL LOCAL DE SAPOPEMBA,"5,437,156.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,655.00,"7,178.00",11.00,169.00,25.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,36.00,"-23,61029","-46,51117",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL LOCAL DE SAPOPEMBA,São Paulo
"1,273.00",2077620,HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO,"2,077,620.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"142,007,065.00","142,007,065.00","142,007,065.00","12,697.00","80,589.00",6.30,829.00,6.53,"8,858.00","334,724.00",0.00,"213,769.00","119,908.00","1,047.00",0.00,0.00,0.00,0.00,72.00,78.00,72.00,38.00,43.00,22.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,,512.00,"-23,49492","-46,39056",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO,São Paulo
"1,274.00",2082381,HOSPITAL MUNICIPAL DE BEBEDOURO JULIA PINTO CALDEIRA,"2,082,381.00",,,Municipal,"3,506,102.00",BEBEDOURO,RRAS13,SUL-BARRETOS,,DRS 5 - BARRETOS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"2,488.00","7,105.00",2.90,166.00,6.67,0.00,"23,372.00",0.00,"15,177.00","8,195.00",0.00,0.00,0.00,0.00,0.00,12.00,20.00,8.00,13.00,14.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,,224.00,"-20,93713","-48,49598",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE BEBEDOURO JULIA PINTO CALDEIRA,Bebedouro
"1,275.00",9628,HOSPITAL MUNICIPAL DR JOSE DE CARVALHO FLORENCE,"9,628.00",,,Municipal,"3,549,904.00",SÃO JOSÉ DOS CAMPOS,RRAS17,ALTO VALE DO PARAÍBA,,DRS 17 - TAUBATE,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"24,972.00","113,669.00",4.60,"2,408.00",9.64,"16,835.00","1,538,318.00","5,684.00","1,054,342.00","476,854.00","1,438.00",0.00,0.00,0.00,0.00,72.00,98.00,86.00,79.00,37.00,0.00,0.00,2.00,0.00,5.00,5.00,2.00,0.00,,988.00,"-23,17998","-45,85298",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DR JOSE DE CARVALHO FLORENCE,São José dos Campos
"1,276.00",26417,HOSPITAL DE CLINICAS SUL,"26,417.00",,,Municipal,"3,549,904.00",SÃO JOSÉ DOS CAMPOS,RRAS17,ALTO VALE DO PARAÍBA,,DRS 17 - TAUBATE,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,678.00","10,620.00",6.30,288.00,17.16,0.00,"894,095.00",11.00,"125,411.00","767,888.00",785.00,0.00,0.00,0.00,0.00,0.00,34.00,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,263.00,"-23,2366","-45,90876",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CLINICAS SUL,São José dos Campos
"1,277.00",2081490,HOSPITAL MUNICIPAL DR MARIO GATTI CAMPINAS,"2,081,490.00",,,Municipal,"3,509,502.00",CAMPINAS,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"9,342.00","58,951.00",6.30,874.00,9.36,"9,857.00","879,857.00",0.00,"527,732.00","350,287.00","1,838.00",0.00,0.00,0.00,0.00,63.00,67.00,46.00,0.00,30.00,0.00,3.00,1.00,0.00,6.00,0.00,0.00,0.00,,539.00,"-22,91707","-47,06766",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DR MARIO GATTI CAMPINAS,Campinas
"1,278.00",2790610,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO,"2,790,610.00",,,Estadual,"3,541,604.00",PROMISSÃO,RRAS09,LINS,,DRS 6 - BAURU,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,"38,228,987.42","38,228,987.42","34,665,919.95","2,278.00","11,488.00",5.00,322.00,14.14,"3,334.00","242,838.00",63.00,"82,208.00","159,346.00",991.00,0.00,0.00,230.00,0.00,20.00,14.00,10.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,2.00,2.00,0.00,,62.00,"-21,54094","-49,85905",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO,Promissão
"1,279.00",213527,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 BAURU,"213,527.00",,,Estadual,"3,506,003.00",BAURU,RRAS09,BAURU,,DRS 6 - BAURU,,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,,,,"1,267.00","6,937.00",5.50,50.00,3.95,926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,49.00,"-22,3336712","-49,059536",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 BAURU,Bauru
"1,280.00",2785188,UNIDADE MISTA DE SAUDE DE TABOAO DA SERRA,"2,785,188.00",,,Municipal,"3,552,809.00",TABOÃO DA SERRA,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"3,128.00","15,462.00",4.90,229.00,7.32,0.00,"709,076.00",0.00,"97,171.00","611,359.00",546.00,0.00,0.00,0.00,0.00,2.00,42.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,311.00,"-23,62906","-46,79477",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE MISTA DE SAUDE DE TABOAO DA SERRA,Taboão da Serra
"1,281.00",420964,CENTRO DE TRIAGEM COVID SAO CARLOS,"420,964.00",,,Municipal,"3,548,906.00",SÃO CARLOS,RRAS13,CORAÇÃO DO DRS III,,DRS 3 - ARARAQUARA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,,,,,,,,,,,,,,,,0.00,2.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,1.00,"-22,0356297","-47,8773178",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CENTRO DE TRIAGEM COVID SAO CARLOS,São Carlos
"1,282.00",5935857,HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN,"5,935,857.00",,,Municipal,"3,548,807.00",SÃO CAETANO DO SUL,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,"4,249.00","13,394.00",3.20,273.00,6.43,"3,206.00","746,983.00",0.00,"496,106.00","250,115.00",762.00,0.00,0.00,0.00,0.00,0.00,43.00,19.00,0.00,2.00,3.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,,411.00,"-23,61735","-46,55668",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN,São Caetano do Sul
