NOME;LATITUDE;LONGITUDE;CIDADE;AREA PROPRIEDADE;                            AREA TELHADO;LINKS OSM;LINKS MAPS
HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA;-23,64047;-46,8098752;Taboão da Serra;                              21001,992076887782;None;https://www.openstreetmap.org/#map=19/-23.64047/-46.8098752;https://www.google.com.br/maps/@-23.64047,-46.8098752,18z
HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO;-23,3392751;-46,730165;Franco da Rocha;                              7582,258363031117;None;https://www.openstreetmap.org/#map=19/-23.3392751/-46.730165;https://www.google.com.br/maps/@-23.3392751,-46.730165,18z
HOSPITAL DALILA FERREIRA BARBOSA;-23,3923472;-46,3147257;Arujá;                              3398,3647218865704;None;https://www.openstreetmap.org/#map=19/-23.3923472/-46.3147257;https://www.google.com.br/maps/@-23.3923472,-46.3147257,18z
HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS;-22,8851877;-47,1955618;Hortolândia;                              10161,980299714616;None;https://www.openstreetmap.org/#map=19/-22.8851877/-47.1955618;https://www.google.com.br/maps/@-22.8851877,-47.1955618,18z
HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE;-23,9499347;-46,4597761;São Vicente;                              6337,388026021671;None;https://www.openstreetmap.org/#map=19/-23.9499347/-46.4597761;https://www.google.com.br/maps/@-23.9499347,-46.4597761,18z
HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA;-23,4424474;-46,925027;Santana de Parnaíba;                              5419,68342792525;None;https://www.openstreetmap.org/#map=19/-23.4424474/-46.925027;https://www.google.com.br/maps/@-23.4424474,-46.925027,18z
HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA;-23,4668962;-46,532249;Guarulhos;                              2982,477345004872;None;https://www.openstreetmap.org/#map=19/-23.4668962/-46.532249;https://www.google.com.br/maps/@-23.4668962,-46.532249,18z
HOSPITAL MUNICIPAL DE ITAPIRA;-22,4317804;-46,8268682;Itapira;                              3260,863689332739;None;https://www.openstreetmap.org/#map=19/-22.4317804/-46.8268682;https://www.google.com.br/maps/@-22.4317804,-46.8268682,18z
HOSPITAL MUNICIPAL DE VOTORANTIM;-23,5445016;-47,4495676;Votorantim;                              2306,107054849183;None;https://www.openstreetmap.org/#map=19/-23.5445016/-47.4495676;https://www.google.com.br/maps/@-23.5445016,-47.4495676,18z
HOSPITAL ENF ANTONIO POLICARPO DE OLIVEIRA;-23,4117193;-46,8250973;Cajamar;                              9130,489527512522;None;https://www.openstreetmap.org/#map=19/-23.4117193/-46.8250973;https://www.google.com.br/maps/@-23.4117193,-46.8250973,18z
HOSPITAL GERAL DE CARAPICUIBA;-23,5340765;-46,830433;Carapicuíba;                              4763,2000420395625;None;https://www.openstreetmap.org/#map=19/-23.5340765/-46.830433;https://www.google.com.br/maps/@-23.5340765,-46.830433,18z
HOSPITAL ESTADUAL DE DIADEMA HOSPITAL SERRARIA;-23,706527;-46,6088;Diadema;                              22890,509602583228;None;https://www.openstreetmap.org/#map=19/-23.706527/-46.6088;https://www.google.com.br/maps/@-23.706527,-46.6088,18z
HOSPITAL DE CLINICAS CAMPO LIMPO PAULISTA;-23,2091054;-46,7725541;Campo Limpo Paulista;                              9102,664842126274;None;https://www.openstreetmap.org/#map=19/-23.2091054/-46.7725541;https://www.google.com.br/maps/@-23.2091054,-46.7725541,18z
HOSPITAL MUNICIPAL DE PAULINIA;-22,7697161;-47,1494645;Paulínia;                              4021,996744616256;None;https://www.openstreetmap.org/#map=19/-22.7697161/-47.1494645;https://www.google.com.br/maps/@-22.7697161,-47.1494645,18z
HOSPITAL MUNICIPAL DR TABAJARA RAMOS;-22,3785837;-46,9410878;Mogi Guaçu;                              10322,087652587295;None;https://www.openstreetmap.org/#map=19/-22.3785837/-46.9410878;https://www.google.com.br/maps/@-22.3785837,-46.9410878,18z
HOSP MUN DR CARMINO CARICCHIO;-23,5331594;-46,5663499;São Paulo;                              11308,385781068855;8142,920762756329;https://www.openstreetmap.org/#map=19/-23.5331594/-46.5663499;https://www.google.com.br/maps/@-23.5331594,-46.5663499,18z
HOSPITAL ESTADUAL SUMARE;-22,816655;-47,2416309;Sumaré;                              7909,900164900966;None;https://www.openstreetmap.org/#map=19/-22.816655/-47.2416309;https://www.google.com.br/maps/@-22.816655,-47.2416309,18z
HOSPITAL GERAL DE ITAQUAQUECETUBA;-23,4723131;-46,3454386;Itaquaquecetuba;                              5901,285825691806;None;https://www.openstreetmap.org/#map=19/-23.4723131/-46.3454386;https://www.google.com.br/maps/@-23.4723131,-46.3454386,18z
COMPLEXO HOSPITALAR IRMA DULCE O S S;-24,0047055;-46,4188652;Praia Grande;                              17274,936600615536;None;https://www.openstreetmap.org/#map=19/-24.0047055/-46.4188652;https://www.google.com.br/maps/@-24.0047055,-46.4188652,18z
HOSPITAL REGIONAL SUL SAO PAULO;-23,6554039;-46,7058112;São Paulo;                              2332,7289995531623;None;https://www.openstreetmap.org/#map=19/-23.6554039/-46.7058112;https://www.google.com.br/maps/@-23.6554039,-46.7058112,18z
HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;-23,5525245;-46,4051442;São Paulo;                              34945,90587600353;4910,065107817714;https://www.openstreetmap.org/#map=19/-23.5525245/-46.4051442;https://www.google.com.br/maps/@-23.5525245,-46.4051442,18z
HOSP MUN V NHOCUNE ALEXANDRE ZAIO;-23,5430237;-46,5022609;São Paulo;                              16961,025285003834;901,2259514017627;https://www.openstreetmap.org/#map=19/-23.5430237/-46.5022609;https://www.google.com.br/maps/@-23.5430237,-46.5022609,18z
CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;-23,5967339;-46,6358568;São Paulo;                              1977,2022075141085;855,8256256077312;https://www.openstreetmap.org/#map=19/-23.5967339/-46.6358568;https://www.google.com.br/maps/@-23.5967339,-46.6358568,18z
HOSPITAL REGIONAL DE COTIA;-23,6089653;-46,9205267;Cotia;                              19584,39698781017;None;https://www.openstreetmap.org/#map=19/-23.6089653/-46.9205267;https://www.google.com.br/maps/@-23.6089653,-46.9205267,18z
QUARTEIRAO DA SAUDE;-23,6860757;-46,617227;Diadema;                              6345,772199622738;None;https://www.openstreetmap.org/#map=19/-23.6860757/-46.617227;https://www.google.com.br/maps/@-23.6860757,-46.617227,18z
HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO;-21,2077;-47,8291;Ribeirão Preto;                              181213,5864495357;None;https://www.openstreetmap.org/#map=19/-21.2077/-47.8291;https://www.google.com.br/maps/@-21.2077,-47.8291,18z
HOSPITAL DE RETAGUARDA DO JARDIM PAULISTA;-23,5407248;-46,8812915;Barueri;                              333,7500169004682;None;https://www.openstreetmap.org/#map=19/-23.5407248/-46.8812915;https://www.google.com.br/maps/@-23.5407248,-46.8812915,18z
HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN;-23,6177855;-46,5564425;São Caetano do Sul;                              4306,11063640907;None;https://www.openstreetmap.org/#map=19/-23.6177855/-46.5564425;https://www.google.com.br/maps/@-23.6177855,-46.5564425,18z
HOSPITAL DE CLINICAS MUNICIPAL;-23,7328552;-46,5788729;São Bernardo do Campo;                              None;None;https://www.openstreetmap.org/#map=19/-23.7328552/-46.5788729;https://www.google.com.br/maps/@-23.7328552,-46.5788729,18z
HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO;-23,5412881;-46,2211474;Mogi das Cruzes;                              9557,122985716609;None;https://www.openstreetmap.org/#map=19/-23.5412881/-46.2211474;https://www.google.com.br/maps/@-23.5412881,-46.2211474,18z
CAISM PHILIPPE PINEL SAO PAULO;-23,4859399;-46,7243104;São Paulo;                              42342,456997470086;None;https://www.openstreetmap.org/#map=19/-23.4859399/-46.7243104;https://www.google.com.br/maps/@-23.4859399,-46.7243104,18z
COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI;-22,9626824;-47,1354015;Campinas;                              23558,627343871198;None;https://www.openstreetmap.org/#map=19/-22.9626824/-47.1354015;https://www.google.com.br/maps/@-22.9626824,-47.1354015,18z
HOSP MUN PIRITUBA JOSE SOARES HUNGRIA;-23,4846622;-46,7275442;São Paulo;                              35674,40499096828;None;https://www.openstreetmap.org/#map=19/-23.4846622/-46.7275442;https://www.google.com.br/maps/@-23.4846622,-46.7275442,18z
HOSPITAL NOSSA SENHORA APARECIDA;-23,1744952;-47,052251;Itupeva;                              2548,8054085383933;None;https://www.openstreetmap.org/#map=19/-23.1744952/-47.052251;https://www.google.com.br/maps/@-23.1744952,-47.052251,18z
CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP;-23,6438548;-46,62787;São Paulo;                              67901,01741716196;None;https://www.openstreetmap.org/#map=19/-23.6438548/-46.62787;https://www.google.com.br/maps/@-23.6438548,-46.62787,18z
DR RUBENS SAVASTANO HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS;-23,2385487;-45,9075824;São José dos Campos;                              10282,545404249484;None;https://www.openstreetmap.org/#map=19/-23.2385487/-45.9075824;https://www.google.com.br/maps/@-23.2385487,-45.9075824,18z
HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA;-23,4406198;-46,409925;Guarulhos;                              3497,659291646733;None;https://www.openstreetmap.org/#map=19/-23.4406198/-46.409925;https://www.google.com.br/maps/@-23.4406198,-46.409925,18z
HOSPITAL SAO JOSE ITIRAPINA;-22,2496758;-47,8224301;Itirapina;                              1743,682239694846;None;https://www.openstreetmap.org/#map=19/-22.2496758/-47.8224301;https://www.google.com.br/maps/@-22.2496758,-47.8224301,18z
HOSPITAL ESTADUAL DE MIRANDOPOLIS DR OSWALDO BRANDI FARIA;-21,1249339;-51,1035001;Mirandópolis;                              8826,791779734982;None;https://www.openstreetmap.org/#map=19/-21.1249339/-51.1035001;https://www.google.com.br/maps/@-21.1249339,-51.1035001,18z
HOSPITAL MUNICIPAL MARIA ROSA CARDOSO;-24,2259552;-48,7677591;Ribeirão Branco;                              1184,5282108242784;None;https://www.openstreetmap.org/#map=19/-24.2259552/-48.7677591;https://www.google.com.br/maps/@-24.2259552,-48.7677591,18z
HOSPITAL MUNICIPAL DR ALCIPIO DA SILVA OLIVEIRA JUNIOR;-23,2121398;-46,8308006;Várzea Paulista;                              1574,0342526113363;None;https://www.openstreetmap.org/#map=19/-23.2121398/-46.8308006;https://www.google.com.br/maps/@-23.2121398,-46.8308006,18z
HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS;-23,3872554;-48,726758;Paranapanema;                              962,5300197535263;None;https://www.openstreetmap.org/#map=19/-23.3872554/-48.726758;https://www.google.com.br/maps/@-23.3872554,-48.726758,18z
HOSPITAL MUNICIPAL GOV MARIO COVAS JR;-23,8232253;-45,3785929;Ilhabela;                              2984,9016917144068;None;https://www.openstreetmap.org/#map=19/-23.8232253/-45.3785929;https://www.google.com.br/maps/@-23.8232253,-45.3785929,18z
HOSPITAL JOAO VELLOSO;-20,004784;-50,3708093;Ouroeste;                              4125,633117612288;None;https://www.openstreetmap.org/#map=19/-20.004784/-50.3708093;https://www.google.com.br/maps/@-20.004784,-50.3708093,18z
HOSPITAL MUNICIPAL UNIVERSITARIO DE SÃO BERNARDO DO CAMPO;-23,6545388;-46,5732095;São Bernardo do Campo;                              1382,1267503239312;None;https://www.openstreetmap.org/#map=19/-23.6545388/-46.5732095;https://www.google.com.br/maps/@-23.6545388,-46.5732095,18z
HOSPITAL ESTADUAL PORTO PRIMAVERA ROSANA;-22,5299123;-52,9497358;Rosana;                              42577,85770295202;None;https://www.openstreetmap.org/#map=19/-22.5299123/-52.9497358;https://www.google.com.br/maps/@-22.5299123,-52.9497358,18z
HOSPITAL E MATERNIDADE PUBLICO DE DOURADO;-22,1183827;-48,3190069;não encontrada;                              2215,1456177459263;None;https://www.openstreetmap.org/#map=19/-22.1183827/-48.3190069;https://www.google.com.br/maps/@-22.1183827,-48.3190069,18z
HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;-23,7291384;-46,6907081;São Paulo;                              5815,056509044657;None;https://www.openstreetmap.org/#map=19/-23.7291384/-46.6907081;https://www.google.com.br/maps/@-23.7291384,-46.6907081,18z
HOSPITAL MUNICIPAL DR BENEDICTO MONTENEGRO;-23,5881481;-46,5144633;São Paulo;                              16038,436762882275;None;https://www.openstreetmap.org/#map=19/-23.5881481/-46.5144633;https://www.google.com.br/maps/@-23.5881481,-46.5144633,18z
HOSPITAL MUNICIPAL INTEGRADO SANTO AMARO;-23,6496783;-46,7043292;São Paulo;                              781,6022062119928;None;https://www.openstreetmap.org/#map=19/-23.6496783/-46.7043292;https://www.google.com.br/maps/@-23.6496783,-46.7043292,18z
HOSPITAL MUNICIPAL BRIGADEIRO;-23,5827676;-46,6674764;São Paulo;                              None;401,7262282552109;https://www.openstreetmap.org/#map=19/-23.5827676/-46.6674764;https://www.google.com.br/maps/@-23.5827676,-46.6674764,18z
HOSP MUN TIDE SETUBAL;-23,4971439;-46,4399994;São Paulo;                              None;604,6835064975359;https://www.openstreetmap.org/#map=19/-23.4971439/-46.4399994;https://www.google.com.br/maps/@-23.4971439,-46.4399994,18z
HOSPITAL REGIONAL DE REGISTRO REGISTRO;-24,5299547;-47,8557355;Registro;                              None;4487,4067458714735;https://www.openstreetmap.org/#map=19/-24.5299547/-47.8557355;https://www.google.com.br/maps/@-24.5299547,-47.8557355,18z
HOSPITAL LOCAL DE SAPOPEMBA;-23,609875;-46,5137781;São Paulo;                              None;983,9400000939917;https://www.openstreetmap.org/#map=19/-23.609875/-46.5137781;https://www.google.com.br/maps/@-23.609875,-46.5137781,18z
HOSPITAL SAO JOSE;-23,4926707;-46,6468448;São Paulo;                              None;446,99113603205757;https://www.openstreetmap.org/#map=19/-23.4926707/-46.6468448;https://www.google.com.br/maps/@-23.4926707,-46.6468448,18z
HOSPITAL MATERNIDADE INTERLAGOS;-23,706896;-46,7019715;São Paulo;                              None;494,15957111605985;https://www.openstreetmap.org/#map=19/-23.706896/-46.7019715;https://www.google.com.br/maps/@-23.706896,-46.7019715,18z
CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG;-23,5829178;-46,2447432;Mogi das Cruzes;                              None;48,13825121928474;https://www.openstreetmap.org/#map=19/-23.5829178/-46.2447432;https://www.google.com.br/maps/@-23.5829178,-46.2447432,18z
HOSPITAL PSIQUIATRICO DE VILA MARIANA;-23,5882419;-46,6383373;São Paulo;                              None;1661,7018699306602;https://www.openstreetmap.org/#map=19/-23.5882419/-46.6383373;https://www.google.com.br/maps/@-23.5882419,-46.6383373,18z
HOSPITAL CLINICO MUNICIPAL CECILIA DE LOURDES O FONSECA;-22,0633867;-46,9812928;Aguaí;                              None;3386,749124860324;https://www.openstreetmap.org/#map=19/-22.0633867/-46.9812928;https://www.google.com.br/maps/@-22.0633867,-46.9812928,18z
HOSPITAL DR LEOPOLDO BEVILACQUA;-24,717247;-47,8792765;Pariquera-Açu;                              None;6670,866987917465;https://www.openstreetmap.org/#map=19/-24.717247/-47.8792765;https://www.google.com.br/maps/@-24.717247,-47.8792765,18z
HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE;-22,1420094;-51,3995789;Presidente Prudente;                              None;1035,2522959336957;https://www.openstreetmap.org/#map=19/-22.1420094/-51.3995789;https://www.google.com.br/maps/@-22.1420094,-51.3995789,18z
CENTRO MEDICO PMESP;-23,4691884;-46,6187741;São Paulo;                              None;2479,074241459406;https://www.openstreetmap.org/#map=19/-23.4691884/-46.6187741;https://www.google.com.br/maps/@-23.4691884,-46.6187741,18z
COMPLEXO HOSPITALAR DAS CLINICAS SÃO CAETANO DO SUL;-23,6225601;-46,5633085;São Caetano do Sul;                              None;341,9334658529448;https://www.openstreetmap.org/#map=19/-23.6225601/-46.5633085;https://www.google.com.br/maps/@-23.6225601,-46.5633085,18z
HOSPITAL MUNICIPAL FRANCISCO DE ASSIS RIBEIRAO PRETO;-23,7331192;-46,5783693;São Bernardo do Campo;                              20044,42070691522;4444,974673209848;https://www.openstreetmap.org/#map=19/-23.7331192/-46.5783693;https://www.google.com.br/maps/@-23.7331192,-46.5783693,18z
COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA;-23,3366172;-46,7297178;Franco da Rocha;                              None;1677,5840825752962;https://www.openstreetmap.org/#map=19/-23.3366172/-46.7297178;https://www.google.com.br/maps/@-23.3366172,-46.7297178,18z
HOSPITAL DE CLINICAS DE FRANCO DA ROCHA FRANCO DA ROCHA;-23,3340445;-46,7279502;Franco da Rocha;                              None;1527,6681052548056;https://www.openstreetmap.org/#map=19/-23.3340445/-46.7279502;https://www.google.com.br/maps/@-23.3340445,-46.7279502,18z
HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;-23,5927921;-46,7109261;São Paulo;                              None;None;https://www.openstreetmap.org/#map=19/-23.5927921/-46.7109261;https://www.google.com.br/maps/@-23.5927921,-46.7109261,18z
HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;-23,5779741;-46,7647826;São Paulo;                              None;None;https://www.openstreetmap.org/#map=19/-23.5779741/-46.7647826;https://www.google.com.br/maps/@-23.5779741,-46.7647826,18z
HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN;-23,496963;-46,8721432;Barueri;                              None;None;https://www.openstreetmap.org/#map=19/-23.496963/-46.8721432;https://www.google.com.br/maps/@-23.496963,-46.8721432,18z
SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO;-23,9433542;-46,3773884;Santos;                              None;None;https://www.openstreetmap.org/#map=19/-23.9433542/-46.3773884;https://www.google.com.br/maps/@-23.9433542,-46.3773884,18z
HOSP MUNICIPAL DE URGENCIAS HMU;-23,4524871;-46,5161965;Guarulhos;                              None;None;https://www.openstreetmap.org/#map=19/-23.4524871/-46.5161965;https://www.google.com.br/maps/@-23.4524871,-46.5161965,18z
SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR SILVERIO FONTES;-23,9433188;-46,377509;Santos;                              None;None;https://www.openstreetmap.org/#map=19/-23.9433188/-46.377509;https://www.google.com.br/maps/@-23.9433188,-46.377509,18z
HOSPITAL MUNICIPAL IBATE;-21,9566573;-47,99539388;Ibaté;                              None;None;https://www.openstreetmap.org/#map=19/-21.9566573/-47.99539388;https://www.google.com.br/maps/@-21.9566573,-47.99539388,18z
HOSPITAL E MATERNIDADE HUMBERTO PIVA;-22,7448683;-46,9174829;Pedreira;                              None;None;https://www.openstreetmap.org/#map=19/-22.7448683/-46.9174829;https://www.google.com.br/maps/@-22.7448683,-46.9174829,18z
MATERNIDADE MUNICIPAL DE PERUIBE;-24,3193033;-47,0030388;Peruíbe;                              None;None;https://www.openstreetmap.org/#map=19/-24.3193033/-47.0030388;https://www.google.com.br/maps/@-24.3193033,-47.0030388,18z
CENTRO DE ATENCAO INTEGRAL A SAUDE CANTIDIO DE MOURA CAMPOS;-22,9282024;-48,4614007;Botucatu;                              None;None;https://www.openstreetmap.org/#map=19/-22.9282024/-48.4614007;https://www.google.com.br/maps/@-22.9282024,-48.4614007,18z
CENTRO DE REABILITACAO DE CASA BRANCA;-21,778942;-47,019869;Casa Branca;                              None;None;https://www.openstreetmap.org/#map=19/-21.778942/-47.019869;https://www.google.com.br/maps/@-21.778942,-47.019869,18z
HOSPITAL MUNICIPAL DE IEPE;-22,6598932;-51,0791495;não encontrada;                              None;None;https://www.openstreetmap.org/#map=19/-22.6598932/-51.0791495;https://www.google.com.br/maps/@-22.6598932,-51.0791495,18z
CAIS CENTRO ATENCAO INTEGRAL SAUDE SANTA RITA PASSA QUATRO;-21,71547736;-47,49282541;Santa Rita do Passa Quatro;                              None;None;https://www.openstreetmap.org/#map=19/-21.71547736/-47.49282541;https://www.google.com.br/maps/@-21.71547736,-47.49282541,18z
HOSPITAL MATERNIDADE AMADOR AGUIAR;-23,5070387;-46,7880818;Osasco;                              None;None;https://www.openstreetmap.org/#map=19/-23.5070387/-46.7880818;https://www.google.com.br/maps/@-23.5070387,-46.7880818,18z
MATERNIDADE MUNICIPAL ZORAIDE EVA DAS DORES;-23,71102619;-46,84884791;Itapecerica da Serra;                              None;None;https://www.openstreetmap.org/#map=19/-23.71102619/-46.84884791;https://www.google.com.br/maps/@-23.71102619,-46.84884791,18z
HOSP EST ESPEC EM REABILIT DR FRANCISCO RIBEIRO ARANTES;-23,3837306;-47,3374221;Itu;                              None;None;https://www.openstreetmap.org/#map=19/-23.3837306/-47.3374221;https://www.google.com.br/maps/@-23.3837306,-47.3374221,18z
INST DE INFECT EMILIO RIBAS II BAIXADA SANTISTA;-23,9501403;-46,2913027;Guarujá;                              None;None;https://www.openstreetmap.org/#map=19/-23.9501403/-46.2913027;https://www.google.com.br/maps/@-23.9501403,-46.2913027,18z
HOSPITAL MUNICIPAL DE SANTO ANTONIO DA ALEGRIA;-21,0892375;-47,1508925;não encontrada;                              None;None;https://www.openstreetmap.org/#map=19/-21.0892375/-47.1508925;https://www.google.com.br/maps/@-21.0892375,-47.1508925,18z
HOSPITAL E MATERNIDADE DR ADONIRAN CORREIA CAMPOS MONGAGUA;-24,09064079;-46,61349188;Mongaguá;                              None;None;https://www.openstreetmap.org/#map=19/-24.09064079/-46.61349188;https://www.google.com.br/maps/@-24.09064079,-46.61349188,18z
HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO;-21,54195;-49,8607662;Promissão;                              None;None;https://www.openstreetmap.org/#map=19/-21.54195/-49.8607662;https://www.google.com.br/maps/@-21.54195,-49.8607662,18z
INSTITUTO DE REABILITACAO LUCY MONTORO;-23,6324087;-46,7355277;São Paulo;                              None;None;https://www.openstreetmap.org/#map=19/-23.6324087/-46.7355277;https://www.google.com.br/maps/@-23.6324087,-46.7355277,18z
MATERNIDADE SANTA ISABEL;-22,3339012;-49,0653037;Bauru;                              None;None;https://www.openstreetmap.org/#map=19/-22.3339012/-49.0653037;https://www.google.com.br/maps/@-22.3339012,-49.0653037,18z
INSTITUTO LAURO DE SOUZA LIMA BAURU;-22,3245419;-48,9826512;Bauru;                              None;None;https://www.openstreetmap.org/#map=19/-22.3245419/-48.9826512;https://www.google.com.br/maps/@-22.3245419,-48.9826512,18z
HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP;-23,607451;-46,595777;São Paulo;                              None;None;https://www.openstreetmap.org/#map=19/-23.607451/-46.595777;https://www.google.com.br/maps/@-23.607451,-46.595777,18z
HOSPITAL SAO VICENTE DE PAULA DE ARANDU;-22,84698107;-47,6082079;Rio das Pedras;                              None;None;https://www.openstreetmap.org/#map=19/-22.84698107/-47.6082079;https://www.google.com.br/maps/@-22.84698107,-47.6082079,18z
HOSPITAL ESTADUAL DE SERRANA;-21,2127249;-47,6004986;Serrana;                              None;None;https://www.openstreetmap.org/#map=19/-21.2127249/-47.6004986;https://www.google.com.br/maps/@-21.2127249,-47.6004986,18z
HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN;-23,6350871;-46,4996216;Santo André;                              None;None;https://www.openstreetmap.org/#map=19/-23.6350871/-46.4996216;https://www.google.com.br/maps/@-23.6350871,-46.4996216,18z
HOSPITAL MUNICIPAL DE NAZARE PAULISTA;-23,1611237;-46,3941002;Nazaré Paulista;                              None;None;https://www.openstreetmap.org/#map=19/-23.1611237/-46.3941002;https://www.google.com.br/maps/@-23.1611237,-46.3941002,18z
HOSPITAL DE CAMPANHA COVID 19 RIO CLARO;-22,4107652;-47,5596215;Rio Claro;                              None;None;https://www.openstreetmap.org/#map=19/-22.4107652/-47.5596215;https://www.google.com.br/maps/@-22.4107652,-47.5596215,18z
HOSPITAL DE CAMPANHA COVID 19 GUARATINGUETA;-22,8036913;-45,1859219;Guaratinguetá;                              None;None;https://www.openstreetmap.org/#map=19/-22.8036913/-45.1859219;https://www.google.com.br/maps/@-22.8036913,-45.1859219,18z
HOSPITAL PADRE JOAO W BRAEM;-21,5811243;-50,1637666;não encontrada;                              None;None;https://www.openstreetmap.org/#map=19/-21.5811243/-50.1637666;https://www.google.com.br/maps/@-21.5811243,-50.1637666,18z
HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT;-23,190993;-47,3116306;Salto;                              None;None;https://www.openstreetmap.org/#map=19/-23.190993/-47.3116306;https://www.google.com.br/maps/@-23.190993,-47.3116306,18z
HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO;-20,6884163;-48,4162196;não encontrada;                              None;None;https://www.openstreetmap.org/#map=19/-20.6884163/-48.4162196;https://www.google.com.br/maps/@-20.6884163,-48.4162196,18z
CENTRO DE REF DA SAUDE DA MULHER DE R PRETO MATER;-21,1228628;-47,791553;Ribeirão Preto;                              None;None;https://www.openstreetmap.org/#map=19/-21.1228628/-47.791553;https://www.google.com.br/maps/@-21.1228628,-47.791553,18z
HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE;-23,9643352;-46,3873192;São Vicente;                              None;None;https://www.openstreetmap.org/#map=19/-23.9643352/-46.3873192;https://www.google.com.br/maps/@-23.9643352,-46.3873192,18z
HOSPITAL DO VICENTINO;-23,9573681;-46,3698131;São Vicente;                              None;None;https://www.openstreetmap.org/#map=19/-23.9573681/-46.3698131;https://www.google.com.br/maps/@-23.9573681,-46.3698131,18z
HOSPITAL MANOEL DE ABREU BAURU;-22,3288635;-49,1008054;Bauru;                              None;None;https://www.openstreetmap.org/#map=19/-22.3288635/-49.1008054;https://www.google.com.br/maps/@-22.3288635,-49.1008054,18z
HOSP LEITO E PRONTO ATENDIMENTO AURELINO ALVES DOS SANTOS;-23,6588207;-46,8062886;Embu das Artes;                              None;None;https://www.openstreetmap.org/#map=19/-23.6588207/-46.8062886;https://www.google.com.br/maps/@-23.6588207,-46.8062886,18z
FUNBEPE PEDREIRA;-22,7451994;-46,9174904;Pedreira;                              None;None;https://www.openstreetmap.org/#map=19/-22.7451994/-46.9174904;https://www.google.com.br/maps/@-22.7451994,-46.9174904,18z
HOSPITAL E MATERNIDADE DE ARTUR NOGUEIRA;-22,5786213;-47,165323;Artur Nogueira;                              None;None;https://www.openstreetmap.org/#map=19/-22.5786213/-47.165323;https://www.google.com.br/maps/@-22.5786213,-47.165323,18z
HOSPITAL DE RETAGUARDA FERNAO DIAS;-23,4573537;-46,9296406;Santana de Parnaíba;                              None;None;https://www.openstreetmap.org/#map=19/-23.4573537/-46.9296406;https://www.google.com.br/maps/@-23.4573537,-46.9296406,18z
HOSPITAL DE CAMPANHA COVID 19 CARLOS LOURENCO;-22,9253017;-47,0269951;Campinas;                              None;None;https://www.openstreetmap.org/#map=19/-22.9253017/-47.0269951;https://www.google.com.br/maps/@-22.9253017,-47.0269951,18z
HOSPITAL MUNICIPAL SAO JOSE;-23,864518;-49,137551;Itaberá;                              None;None;https://www.openstreetmap.org/#map=19/-23.864518/-49.137551;https://www.google.com.br/maps/@-23.864518,-49.137551,18z
MATERNIDADE MUNICIPAL SOROCABA;-23,6434969;-47,5766158;Salto de Pirapora;                              None;None;https://www.openstreetmap.org/#map=19/-23.6434969/-47.5766158;https://www.google.com.br/maps/@-23.6434969,-47.5766158,18z
HOSPITAL MUNICIPAL;-23,2728059;-47,2914664;Itu;                              None;None;https://www.openstreetmap.org/#map=19/-23.2728059/-47.2914664;https://www.google.com.br/maps/@-23.2728059,-47.2914664,18z
